PCDate,PCTime,MESFOC_nmile,predict_MESFOC_nmile
2022/1/1,0:21:01,75.65473938,76.14977789557503
2022/1/1,0:21:11,74.21430206,72.50274054971617
2022/1/1,0:21:21,75.10773468,75.76742406348382
2022/1/1,0:21:32,75.19397736,75.25942829497023
2022/1/1,0:21:44,74.96459961,75.55764767815032
2022/1/1,0:21:54,76.52474213,80.72320612727351
2022/1/1,0:22:04,76.90328217,77.28704128113671
2022/1/1,0:22:16,75.10994720000002,75.73797625352665
2022/1/1,0:22:26,74.01072693,73.62322215384945
2022/1/1,0:22:36,73.85190582,74.40693857873705
2022/1/1,0:22:48,76.09520721,75.11266446525869
2022/1/1,0:22:59,74.15273285,75.28380581559043
2022/1/1,0:23:09,75.51590729,74.7889523470494
2022/1/1,0:23:21,75.72306824,75.27985574149618
2022/1/1,0:23:31,75.56529999,71.1875251547942
2022/1/1,0:23:41,76.90448761,75.70018197614237
2022/1/1,0:23:51,75.94860077,79.98210212964075
2022/1/1,0:24:03,76.26863861,75.95532843275095
2022/1/1,0:24:13,76.51789093,75.79597293343083
2022/1/1,0:24:23,73.16368103,71.80812316419156
2022/1/1,0:24:36,66.75476837,66.13015942071428
2022/1/1,0:24:46,65.7062912,64.79613493392525
2022/1/1,0:24:56,65.84581757,72.2419170734589
2022/1/1,0:25:08,68.94946289,70.78044925284519
2022/1/1,0:25:18,73.53581238,74.8414846640703
2022/1/1,0:25:28,74.99079895,76.96949018261522
2022/1/1,0:25:38,79.08886719,79.76359807754949
2022/1/1,0:25:51,79.23397827,80.36059373756328
2022/1/1,0:26:01,76.64598846,76.03106006665627
2022/1/1,0:26:11,75.27833557,75.32853352899227
2022/1/1,0:26:23,78.18495941,79.20709228601964
2022/1/1,0:26:33,79.20384979,79.70985038665174
2022/1/1,0:26:43,78.87725067,79.50031049052137
2022/1/1,0:26:55,75.09952545,76.96697377089762
2022/1/1,0:27:05,76.49184418,77.54733597129083
2022/1/1,0:27:16,77.53017426,79.19319606836055
2022/1/1,0:27:26,77.71643829,77.11623580430755
2022/1/1,0:27:38,77.50138092,72.78155695136195
2022/1/1,0:27:48,77.35386658,72.8112752033743
2022/1/1,0:27:58,77.11302948,76.25898141590918
2022/1/1,0:28:10,78.38072968,79.00604104683173
2022/1/1,0:28:20,77.59370422,78.35671672007467
2022/1/1,0:28:30,77.27351379,78.32882459248583
2022/1/1,0:28:43,76.46679688,79.0017794366149
2022/1/1,0:28:53,76.95100403,77.06462225735365
2022/1/1,0:29:03,77.49017334,78.040486556187
2022/1/1,0:29:15,76.33871459999997,76.12552505376796
2022/1/1,0:29:25,76.07834625,77.3240923905303
2022/1/1,0:29:35,76.14473724,75.98161607273406
2022/1/1,0:29:45,75.94106293,76.12582652359347
2022/1/1,0:29:58,74.96199799,76.9873524216829
2022/1/1,0:30:08,74.94561768,74.98275871554836
2022/1/1,0:30:18,74.90646362,74.18618476067127
2022/1/1,0:30:30,74.65355682,77.02931175127341
2022/1/1,0:30:40,74.68347168,70.49314396847373
2022/1/1,0:30:50,75.66433716,77.44752972021791
2022/1/1,0:31:02,75.94856262,77.18720634894126
2022/1/1,0:31:12,76.14547729,77.66703862771375
2022/1/1,0:31:23,75.87784576,77.2199034899756
2022/1/1,0:31:33,76.50646973,72.6989537419725
2022/1/1,0:31:45,75.62667847,70.4812819527638
2022/1/1,0:31:55,75.52999115,76.92082100835884
2022/1/1,0:32:05,75.32777405,75.4936762499027
2022/1/1,0:32:17,74.65600586,75.28315896601158
2022/1/1,0:32:27,74.52921295,75.34701728064493
2022/1/1,0:32:38,75.66858673,75.64770948969422
2022/1/1,0:32:50,75.36235809,76.76319507939164
2022/1/1,0:33:00,75.2677002,75.10050512673283
2022/1/1,0:33:10,75.96587372,75.4407189439233
2022/1/1,0:33:20,75.71059418,75.21390725679413
2022/1/1,0:33:32,76.71269226,76.83824313756955
2022/1/1,0:33:42,76.32274628,77.0714344040141
2022/1/1,0:33:53,75.74960327,76.40280400476283
2022/1/1,0:34:05,75.59046173,74.07852122212543
2022/1/1,0:34:15,75.59007263,76.24490722301627
2022/1/1,0:34:25,75.49706268,70.56923344360413
2022/1/1,0:34:37,75.30092621,70.2040764191864
2022/1/1,0:34:47,74.78918457,75.6912868541387
2022/1/1,0:34:57,73.58442688,74.39759803827582
2022/1/1,0:35:09,75.18896484,80.09572463353226
2022/1/1,0:35:19,74.99521637,74.96818698972078
2022/1/1,0:35:30,74.59889984,74.18478573348385
2022/1/1,0:35:40,74.42321777,74.83103748308397
2022/1/1,0:35:52,74.97455597,74.77382848183892
2022/1/1,0:36:02,74.54162598,74.91275356699622
2022/1/1,0:36:12,75.19910431,69.54132900910597
2022/1/1,0:36:24,75.03980255,76.06902212732135
2022/1/1,0:36:34,75.89823151,76.14112817290972
2022/1/1,0:36:45,76.50243378,76.27690273194168
2022/1/1,0:36:57,75.90692139,78.67911716615276
2022/1/1,0:37:07,75.87820435,76.20054053110576
2022/1/1,0:37:17,75.77959442,80.64183924419648
2022/1/1,0:37:27,75.55867004,75.52255020661883
2022/1/1,0:37:39,77.27590942,77.68475052864918
2022/1/1,0:37:49,75.91766357,77.68790990425413
2022/1/1,0:38:00,73.66513062,76.35173704740032
2022/1/1,0:38:12,74.22554016,75.17272430183367
2022/1/1,0:38:22,74.3759079,79.03914864235423
2022/1/1,0:38:32,75.94933319,76.40466239727385
2022/1/1,0:38:44,76.64342499,77.04922060662267
2022/1/1,0:38:54,76.81318665,76.25470511341152
2022/1/1,0:39:04,76.30487823,75.35467516727903
2022/1/1,0:39:14,77.36626434,76.6104839846341
2022/1/1,0:39:26,76.00109863,77.03990484290523
2022/1/1,0:39:37,75.61167908,75.8148915159149
2022/1/1,0:39:47,75.68962859999998,76.01761650034456
2022/1/1,0:39:59,75.16420746,70.90167887058668
2022/1/1,0:40:09,73.56952667,72.98345262146972
2022/1/1,0:40:19,74.27653503,74.77743915565438
2022/1/1,0:40:31,72.18139648,68.39289470189962
2022/1/1,0:40:41,75.01634979,76.56677920558322
2022/1/1,0:40:52,75.18566895,75.65931312094595
2022/1/1,0:41:04,73.71257782,73.42161604632923
2022/1/1,0:41:14,75.11016846,67.21873327016513
2022/1/1,0:41:24,74.33487701,74.42869375669247
2022/1/1,0:41:34,76.00191498,76.90790165096728
2022/1/1,0:41:46,74.33394623,72.33856771408657
2022/1/1,0:41:56,75.39647675,75.05341294287663
2022/1/1,0:42:06,74.54135132,74.93576555856419
2022/1/1,0:42:19,75.91680908,77.11522473544379
2022/1/1,0:42:29,74.38357544,74.51091933699621
2022/1/1,0:42:39,74.57876587,75.60732907829953
2022/1/1,0:42:51,74.52783203,78.97598748981446
2022/1/1,0:43:01,74.26974487,74.4840872710574
2022/1/1,0:43:11,74.09338379,74.94555338696894
2022/1/1,0:43:21,75.75160217,75.99299598852983
2022/1/1,0:43:34,75.20050812,75.92702994004964
2022/1/1,0:43:44,75.21969604,76.18568601086889
2022/1/1,0:43:54,75.66532135,77.72716919254903
2022/1/1,0:44:06,76.62381744,78.5293229745747
2022/1/1,0:44:16,76.64745331,78.17814932665102
2022/1/1,0:44:26,76.21068573,70.1437459365775
2022/1/1,0:44:38,75.81469727,75.65217406779328
2022/1/1,0:44:48,76.5296402,77.12461779133744
2022/1/1,0:44:59,75.36099243,74.88937547287014
2022/1/1,0:45:09,75.28343201,76.34606716311652
2022/1/1,0:45:21,75.39630127,75.50880358568314
2022/1/1,0:45:31,75.46372223,75.98440934610986
2022/1/1,0:45:41,74.81384277,74.26386728416374
2022/1/1,0:45:53,74.26255798,74.65488510267673
2022/1/1,0:46:03,73.29142761,73.42430342910218
2022/1/1,0:46:14,74.06999207,74.65939543712321
2022/1/1,0:46:26,74.59477234,74.40670739608403
2022/1/1,0:46:36,73.96118927,68.94552934697194
2022/1/1,0:46:46,72.82931519,82.54808187752855
2022/1/1,0:46:58,74.5956192,75.1446998974543
2022/1/1,0:47:08,73.39390564,74.6969869384179
2022/1/1,0:47:18,74.17566681,75.42391099465067
2022/1/1,0:47:28,73.07235718,73.6708041689428
2022/1/1,0:47:41,74.07473755,75.83103071501151
2022/1/1,0:47:51,73.66079712,73.91362570019396
2022/1/1,0:48:01,73.48529816,73.67361229574914
2022/1/1,0:48:13,74.27324677,76.44480440830574
2022/1/1,0:48:23,75.41754913,74.0623680659495
2022/1/1,0:48:33,74.56589508,76.19548735603433
2022/1/1,0:48:46,75.11320496,73.86834370982885
2022/1/1,0:48:56,75.31611633,75.64298077415319
2022/1/1,0:49:06,74.37316895,68.95750315108283
2022/1/1,0:49:16,75.75760651,75.15485444506137
2022/1/1,0:49:28,78.33563232,77.88057053259413
2022/1/1,0:49:38,77.46749878,77.21269607643521
2022/1/1,0:49:48,76.07294464,75.75295720412473
2022/1/1,0:50:00,77.03100586,78.3743928850082
2022/1/1,0:50:11,76.77310944,75.95391808108528
2022/1/1,0:50:21,76.99227905,78.00527763484664
2022/1/1,0:50:33,76.28662872,71.88761043050819
2022/1/1,0:50:43,76.64244079999997,72.18392035566517
2022/1/1,0:50:53,78.21635437,78.68140619015043
2022/1/1,0:51:03,77.88433838,77.82577548459076
2022/1/1,0:51:15,77.39933014,77.98819635172758
2022/1/1,0:51:26,76.79044342,75.88782413635825
2022/1/1,0:51:36,77.32328033,77.63098068400475
2022/1/1,0:51:48,75.71546936,76.33413430443144
2022/1/1,0:51:58,77.69606018,77.0915503071077
2022/1/1,0:52:08,76.62760162,76.12237762523716
2022/1/1,0:52:20,76.44126892,75.24130547670887
2022/1/1,0:52:30,75.53612518,76.38974772076506
2022/1/1,0:52:40,75.14792633,74.95164148131784
2022/1/1,0:52:52,74.64025116,74.2996534470937
2022/1/1,0:53:03,75.66686249,75.41303878847219
2022/1/1,0:53:13,77.09962463,83.34516361971288
2022/1/1,0:53:23,75.90104675,76.51657257927866
2022/1/1,0:53:35,75.82234955,75.50494685113199
2022/1/1,0:53:45,76.40054321,76.68614570921164
2022/1/1,0:53:55,77.45800018,79.111356493985
2022/1/1,0:54:07,76.34623718,77.291591507273
2022/1/1,0:54:18,75.65712738,75.9779592469903
2022/1/1,0:54:28,76.78199005,78.61073758720043
2022/1/1,0:54:40,77.5333252,82.10456656846841
2022/1/1,0:54:50,75.05903625,74.70964180940075
2022/1/1,0:55:00,74.36503601,79.09765501207782
2022/1/1,0:55:10,74.87918854,75.89799838301141
2022/1/1,0:55:22,73.32852173,72.8381585407489
2022/1/1,0:55:33,74.25947571,72.75651126886997
2022/1/1,0:55:43,73.51983643,73.70568729011097
2022/1/1,0:55:55,73.44915009,74.6243855542507
2022/1/1,0:56:05,73.47423553,68.5445683497933
2022/1/1,0:56:15,74.13075256,73.52676415032926
2022/1/1,0:56:27,73.29878235,72.41158472626074
2022/1/1,0:56:37,73.85044861,73.52125811921618
2022/1/1,0:56:47,73.17404175,74.16424140415509
2022/1/1,0:56:58,73.12321472,72.98002801104278
2022/1/1,0:57:10,72.82316589,71.96974986773505
2022/1/1,0:57:20,74.016922,74.6361209191113
2022/1/1,0:57:30,73.95825958,73.30655987165187
2022/1/1,0:57:42,73.54766846,72.62724814709536
2022/1/1,0:57:52,73.54367065,73.87995537652975
2022/1/1,0:58:02,73.48750305,74.36323487440899
2022/1/1,0:58:14,74.5825119,73.29807881442775
2022/1/1,0:58:25,74.23131561,73.41162581799941
2022/1/1,0:58:35,74.59718323,73.09249670478954
2022/1/1,0:58:47,74.42475128,73.93841456132787
2022/1/1,0:58:57,73.64055634,73.343381716068
2022/1/1,0:59:07,74.77082062,74.92101150357931
2022/1/1,0:59:17,74.5045166,74.43072158098002
2022/1/1,0:59:29,74.26809692,74.15283363317262
2022/1/1,0:59:39,73.917099,74.619783207984
2022/1/1,0:59:50,74.66520691,74.35120207739713
2022/1/1,1:00:02,74.02008057,69.36543796197037
2022/1/1,1:00:12,75.02471161,70.74909514203544
2022/1/1,1:00:22,74.11160278,73.85226087115663
2022/1/1,1:00:34,74.45394897,69.48635920531657
2022/1/1,1:00:44,75.46608734,74.86221098205795
2022/1/1,1:00:54,75.21548462,73.65901608156645
2022/1/1,1:01:05,75.09128571,75.55194896618221
2022/1/1,1:01:17,74.65131378,75.12141667299305
2022/1/1,1:01:27,74.07333374,74.22396540855765
2022/1/1,1:01:37,75.31306458,74.52194144496686
2022/1/1,1:01:49,75.52127838,73.88057554547771
2022/1/1,1:01:59,74.94503784,73.52277957016935
2022/1/1,1:02:09,74.58825684,74.19862199779709
2022/1/1,1:02:21,74.19876862,74.77845218609349
2022/1/1,1:02:31,73.88624573,74.08526284209407
2022/1/1,1:02:42,74.35700989,73.89251078153968
2022/1/1,1:02:52,74.59136963,75.75073167946736
2022/1/1,1:03:04,75.54388428,77.41332549010423
2022/1/1,1:03:14,74.30583191,70.75973748745224
2022/1/1,1:03:24,74.62166595,75.87887138015114
2022/1/1,1:03:36,74.26969147,73.61823387519337
2022/1/1,1:03:46,75.00746155,75.34434376398812
2022/1/1,1:03:56,73.97006226,73.42343188718641
2022/1/1,1:04:09,75.22602081,74.24214145511718
2022/1/1,1:04:19,75.66880035,80.57156984140244
2022/1/1,1:04:29,74.81814575,73.85206509325829
2022/1/1,1:04:41,75.06439209,74.61736348873708
2022/1/1,1:04:51,74.04249573,73.22271306754608
2022/1/1,1:05:01,74.38156128,74.49187701561212
2022/1/1,1:05:11,74.62791443,75.32775525346716
2022/1/1,1:05:24,73.69953918,75.0514505097978
2022/1/1,1:05:34,73.53089905,74.04745064376758
2022/1/1,1:05:44,74.60720825,73.76382556902897
2022/1/1,1:05:56,72.35437012,71.1268193774525
2022/1/1,1:06:06,72.67280579,73.92759023018607
2022/1/1,1:06:16,73.19947052,73.81604735712432
2022/1/1,1:06:28,71.50973511,71.46882960856496
2022/1/1,1:06:38,72.78572083,71.58797276414106
2022/1/1,1:06:49,73.16707611,73.04131247339043
2022/1/1,1:06:59,73.3168869,73.76427389131246
2022/1/1,1:07:11,74.69355011,74.12248227169371
2022/1/1,1:07:21,75.91333008,75.1241470307078
2022/1/1,1:07:31,77.20823669,77.56825726819682
2022/1/1,1:07:43,75.70529938,78.48856502183365
2022/1/1,1:07:53,75.42336273,75.40523091724148
2022/1/1,1:08:04,76.16941071,75.64415065769421
2022/1/1,1:08:16,77.97537994,77.20759034039716
2022/1/1,1:08:26,78.20063782,78.72813640370808
2022/1/1,1:08:36,77.82653809,75.59168540536939
2022/1/1,1:08:46,77.66013336,71.85489794707146
2022/1/1,1:08:58,77.24060059,76.41802320866296
2022/1/1,1:09:08,76.95970917,75.43634368962486
2022/1/1,1:09:18,77.43910217,77.8637040800703
2022/1/1,1:09:31,76.83722687,76.41853920500749
2022/1/1,1:09:41,75.99115753,75.82884159383516
2022/1/1,1:09:51,77.16739655,77.02965767709475
2022/1/1,1:10:03,77.29833984,76.52372058369258
2022/1/1,1:10:13,77.47539520000002,76.3056461131695
2022/1/1,1:10:23,77.31122589,76.21929842394617
2022/1/1,1:10:35,76.76786041,80.12681061234862
2022/1/1,1:10:45,78.01078033,78.23313998594736
2022/1/1,1:10:56,77.99423218,78.281348064389
2022/1/1,1:11:06,76.87857056,71.44708371126916
2022/1/1,1:11:18,76.55554199,76.35460684501334
2022/1/1,1:11:28,76.26289368,76.85198684063266
2022/1/1,1:11:38,75.71598053,73.64823721965814
2022/1/1,1:11:50,78.62051392,79.37390072489538
2022/1/1,1:12:00,77.57726288,78.25965800811993
2022/1/1,1:12:10,75.89802551,74.8020018614302
2022/1/1,1:12:23,76.92731476,75.40248324817591
2022/1/1,1:12:33,79.58152008,79.44877643390919
2022/1/1,1:12:43,78.24350739,78.96186172108875
2022/1/1,1:12:53,77.88998413,78.77379713293038
2022/1/1,1:13:05,76.76509094,76.72582873043115
2022/1/1,1:13:15,77.50982666,78.40428579916409
2022/1/1,1:13:25,76.58088684,77.16862001658805
2022/1/1,1:13:38,76.71743011,75.92113594188777
2022/1/1,1:13:48,77.42431641,72.49081925964339
2022/1/1,1:13:58,76.48226929,76.18065347162499
2022/1/1,1:14:10,76.4148941,76.93540031027277
2022/1/1,1:14:20,75.33779144,75.87920104008069
2022/1/1,1:14:30,75.68781281,75.03377306983981
2022/1/1,1:14:40,74.17016602,73.76644716787405
2022/1/1,1:14:53,75.87125397,75.71372777132767
2022/1/1,1:15:03,74.56717682,70.01837124927332
2022/1/1,1:15:13,74.96818542,74.60056314210311
2022/1/1,1:15:25,75.68679809999998,70.8308726303089
2022/1/1,1:15:35,75.63686371,76.10189050781784
2022/1/1,1:15:45,75.05463409,73.8650800100202
2022/1/1,1:15:57,75.83340454,75.99338408260367
2022/1/1,1:16:07,75.35978699,74.90047267586814
2022/1/1,1:16:18,75.50701904,75.80292196437722
2022/1/1,1:16:30,74.75556183,75.25246988403299
2022/1/1,1:16:40,75.65493011,76.80140988511167
2022/1/1,1:16:50,75.43882751,75.15870049761196
2022/1/1,1:17:00,74.90566254,71.36804624320224
2022/1/1,1:17:12,74.90674591,75.64745831288637
2022/1/1,1:17:22,76.26503754,75.66047414647508
2022/1/1,1:17:32,76.09218597,75.69929917141198
2022/1/1,1:17:45,74.70713043,75.53727363108834
2022/1/1,1:17:55,74.80074309999998,75.76304168187094
2022/1/1,1:18:05,75.44556427,75.36219266665036
2022/1/1,1:18:17,75.45120239,70.07335846376716
2022/1/1,1:18:27,75.34668732,75.90132540092023
2022/1/1,1:18:37,74.47332001,74.12136360646065
2022/1/1,1:18:47,75.56462097,76.40561012952244
2022/1/1,1:19:00,75.83581543,76.76704308945591
2022/1/1,1:19:10,75.3625412,76.00979622890122
2022/1/1,1:19:20,74.35708618,79.71840291273043
2022/1/1,1:19:32,75.51313019,73.71027423295672
2022/1/1,1:19:42,74.74465179,74.64250989329685
2022/1/1,1:19:52,75.8118515,74.83287728909413
2022/1/1,1:20:04,74.85022736,73.65584526723917
2022/1/1,1:20:14,75.57984161,76.4500001381148
2022/1/1,1:20:25,76.22681427,75.60521143884273
2022/1/1,1:20:35,76.31320953,72.11192883929792
2022/1/1,1:20:47,75.26260376,75.1217483356547
2022/1/1,1:20:57,74.86694336,80.21386494699841
2022/1/1,1:21:07,74.46980286,74.32768109171931
2022/1/1,1:21:19,75.10627747,73.84434739095906
2022/1/1,1:21:29,77.67760468,76.7872519041086
2022/1/1,1:21:39,77.08927917,75.89463726690907
2022/1/1,1:21:51,76.94942474,76.46332889382894
2022/1/1,1:22:02,78.14530182,77.64875263232129
2022/1/1,1:22:12,77.78787231,77.5179867763261
2022/1/1,1:22:24,76.91159821,77.52431060237889
2022/1/1,1:22:34,76.71148682,77.05907568992694
2022/1/1,1:22:44,75.75726318,75.99179390146918
2022/1/1,1:22:54,76.44568634,76.13584130781265
2022/1/1,1:23:06,76.932724,77.69493281753529
2022/1/1,1:23:17,75.73243713,75.7545527113443
2022/1/1,1:23:27,76.46128845,76.94871457851985
2022/1/1,1:23:39,76.03681183,71.96971864389599
2022/1/1,1:23:49,75.84661102,76.76054837570052
2022/1/1,1:23:59,75.79699707,76.31861119433532
2022/1/1,1:24:11,75.0850296,75.83548492503002
2022/1/1,1:24:21,75.41733551,75.37503234320634
2022/1/1,1:24:31,75.75792694,75.04137538611283
2022/1/1,1:24:42,75.2016449,73.53986532902627
2022/1/1,1:24:54,72.15011597,74.14894543447447
2022/1/1,1:25:04,77.56242371,78.4087826446241
2022/1/1,1:25:14,75.77068329,74.66613787531978
2022/1/1,1:25:26,76.33464813,76.10718221844547
2022/1/1,1:25:36,76.48499298,76.95628285452781
2022/1/1,1:25:46,74.96813202,73.84127845544569
2022/1/1,1:25:59,75.80367279,75.010560104532
2022/1/1,1:26:09,76.19610596,81.09645819406298
2022/1/1,1:26:19,76.23620605,75.00882250131383
2022/1/1,1:26:29,76.23010254,76.43120203508828
2022/1/1,1:26:41,76.39530945,75.51051121614267
2022/1/1,1:26:51,76.50335693,75.97822939035348
2022/1/1,1:27:01,76.13773346,76.11204173427336
2022/1/1,1:27:13,76.12679291,75.00870924398413
2022/1/1,1:27:24,76.37490082,75.14212284353786
2022/1/1,1:27:34,76.73397064,77.479580184824
2022/1/1,1:27:46,69.59127808,67.66826855865193
2022/1/1,1:27:56,65.54370117,64.95789491228291
2022/1/1,1:28:06,64.94634247,65.02699405036358
2022/1/1,1:28:18,66.7442627,66.05524398745882
2022/1/1,1:28:28,71.09134674,71.65832556748427
2022/1/1,1:28:38,74.51126099,74.7412685995685
2022/1/1,1:28:49,77.02413940000002,78.0039193058646
2022/1/1,1:29:01,79.50220490000002,80.55242590759627
2022/1/1,1:29:11,79.52410889,80.95142018974339
2022/1/1,1:29:21,77.27695465,81.6557760014055
2022/1/1,1:29:33,76.92575073,78.76882768002393
2022/1/1,1:29:43,80.05303955,79.7095938860862
2022/1/1,1:29:53,80.83123779,81.40950445552727
2022/1/1,1:30:05,81.55419159,83.17133502808034
2022/1/1,1:30:16,81.36394501,82.43069222010278
2022/1/1,1:30:26,82.81214905,83.58868892584489
2022/1/1,1:30:36,81.13105011,78.45040227506098
2022/1/1,1:30:48,80.70601654,85.45846815365704
2022/1/1,1:30:58,80.816185,81.46786245945925
2022/1/1,1:31:08,80.40442657,80.41820355787753
2022/1/1,1:31:20,78.47835541,81.51607863323954
2022/1/1,1:31:31,77.70965576,78.77245093625058
2022/1/1,1:31:41,78.63423157,84.11257174547569
2022/1/1,1:31:53,78.17634583,77.78759110098324
